Gene symbol,Official name,tissue
TMEM213,transmembrane protein 213,tub
TMEM218,transmembrane protein 218,tub
TMEM220,transmembrane protein 220,tub
TMEM225B,transmembrane protein 225B,tub
TMEM229B,transmembrane protein 229B,tub
TMEM238,transmembrane protein 238,tub
TMEM246,transmembrane protein 246,tub
TMEM255B,transmembrane protein 255B,tub
TMEM256,transmembrane protein 256,tub
TMEM266,transmembrane protein 266,glom
TMEM268,transmembrane protein 268,tub
TMEM273,transmembrane protein 273,tub
TMEM37,transmembrane protein 37,tub
TMEM38A,transmembrane protein 38A,tub
TMEM38B,transmembrane protein 38B,tub
TMEM39A,transmembrane protein 39A,glom
TMEM41A,transmembrane protein 41A,tub
TMEM41B,transmembrane protein 41B,tub
TMEM43,transmembrane protein 43,tub
TMEM44,transmembrane protein 44,tub
TMEM45A,transmembrane protein 45A,tub
TMEM47,transmembrane protein 47,tub
TMEM50A,transmembrane protein 50A,tub
TMEM52,transmembrane protein 52,tub
TMEM52B,transmembrane protein 52B,tub
TMEM54,transmembrane protein 54,tub
TMEM56,transmembrane protein 56,tub
TMEM61,transmembrane protein 61,tub
TMEM63A,transmembrane protein 63A,glom
TMEM70,transmembrane protein 70,tub
TMEM71,transmembrane protein 71,tub
TMIE,transmembrane inner ear,glom
TMIGD1,transmembrane and immunoglobulin domain containing 1,tub
TMIGD3,transmembrane and immunoglobulin domain containing 3,tub
TMPRSS2,transmembrane serine protease 2,tub
TMPRSS4,transmembrane serine protease 4,tub
TMSB10,thymosin beta 10,tub
TMSB4X,thymosin beta 4 X-linked,tub
TMTC3,transmembrane and tetratricopeptide repeat containing 3,tub
TNC,tenascin C,tub
TNFAIP2,TNF alpha induced protein 2,tub
TNFAIP6,TNF alpha induced protein 6,tub
TNFAIP8L2,TNF alpha induced protein 8 like 2,tub
TNFRSF10C,TNF receptor superfamily member 10c,tub
TNFRSF10D,TNF receptor superfamily member 10d,tub
TNFRSF11A,TNF receptor superfamily member 11a,tub
TNFRSF12A,TNF receptor superfamily member 12A,tub
TNFRSF1A,TNF receptor superfamily member 1A,tub
TNFRSF4,TNF receptor superfamily member 4,tub
TNFRSF8,TNF receptor superfamily member 8,glom
TNFRSF9,TNF receptor superfamily member 9,tub
TNFSF13,TNF superfamily member 13,glom
TNFSF8,TNF superfamily member 8,tub
TNIK,TRAF2 and NCK interacting kinase,tub
TNKS1BP1,tankyrase 1 binding protein 1,tub
TNKS2,tankyrase 2,glom
TNMD,tenomodulin,tub
TNPO3,transportin 3,tub
TNRC6A,trinucleotide repeat containing 6A,glom
TNRC6B,trinucleotide repeat containing 6B,tub
TNRC6C,trinucleotide repeat containing 6C,glom
TNS2,tensin 2,glom
TNS3,tensin 3,glom
TNS4,tensin 4,tub
TNXB,tenascin XB,glom
TOB1,transducer of ERBB2. 1,tub
TOB2,transducer of ERBB2. 2,tub
TOGARAM1,TOG array regulator of axonemal microtubules 1,glom
TOMM20,translocase of outer mitochondrial membrane 20,tub
TOMM7,translocase of outer mitochondrial membrane 7,tub
TOP1MT,DNA topoisomerase I mitochondrial,tub
TOR1AIP2,torsin 1A interacting protein 2,tub
TOR2A,torsin family 2 member A,tub
TOR4A,torsin family 4 member A,tub
TOX,thymocyte selection associated high mobility group box,tub
TOX4,TOX high mobility group box family member 4,tub
TP53,tumor protein p53,tub
TP53BP1,tumor protein p53 binding protein 1,tub
TPBG,trophoblast glycoprotein,tub
TPD52,tumor protein D52,tub
TPK1,thiamin pyrophosphokinase 1,tub
TPM2,tropomyosin 2,tub
TPM3,tropomyosin 3,tub
TPM4,tropomyosin 4,tub
TPMT,thiopurine S-methyltransferase,tub
TPP1,tripeptidyl peptidase 1,glom
TPPP2,tubulin polymerization promoting protein family member 2,glom
TPR,translocated promoter region. nuclear basket protein,tub
TPRG1,tumor protein p63 regulated 1,tub
TPRG1L,tumor protein p63 regulated 1 like,tub
TPRKB,TP53RK binding protein,tub
TPST2,tyrosylprotein sulfotransferase 2,tub
TPT1,tumor protein. translationally-controlled 1,tub
TRABD2A,TraB domain containing 2A,tub
TRAF2,TNF receptor associated factor 2,tub
TRAF3,TNF receptor associated factor 3,tub
TRAF3IP3,TRAF3 interacting protein 3,tub
TRAF4,TNF receptor associated factor 4,tub
TRAF5,TNF receptor associated factor 5,tub
TRAF7,TNF receptor associated factor 7,glom
TRAFD1,TRAF-type zinc finger domain containing 1,tub
TRAM2,translocation associated membrane protein 2,tub
TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1,tub
TRAPPC1,trafficking protein particle complex 1,tub
TRAPPC2B,trafficking protein particle complex 2B,tub
TREH,trehalase,tub
TREM2,triggering receptor expressed on myeloid cells 2,tub
TREX2,three prime repair exonuclease 2,tub
TRHDE,thyrotropin releasing hormone degrading enzyme,tub
TRIB1,tribbles pseudokinase 1,tub
TRIB2,tribbles pseudokinase 2,glom
TRIL,TLR4 interactor with leucine rich repeats,tub
TRIM15,tripartite motif containing 15,tub
TRIM21,tripartite motif containing 21,tub
TRIM22,tripartite motif containing 22,tub
TRIM25,tripartite motif containing 25,tub
TRIM37,tripartite motif containing 37,tub
TRIM41,tripartite motif containing 41,glom
TRIM5,tripartite motif containing 5,tub
TRIM50,tripartite motif containing 50,tub
TRIM54,tripartite motif containing 54,glom
TRIM55,tripartite motif containing 55,tub
TRIM56,tripartite motif containing 56,tub
TRIM59,tripartite motif containing 59,tub
TRMT1,tRNA methyltransferase 1,tub
TRMT10A,tRNA methyltransferase 10A,tub
TRMT11,tRNA methyltransferase 11 homolog,tub
TRO,trophinin,tub
TRPC4,transient receptor potential cation channel subfamily C member 4,tub
TRPM2,transient receptor potential cation channel subfamily M member 2,tub
TRPM3,transient receptor potential cation channel subfamily M member 3,tub
TRPM4,transient receptor potential cation channel subfamily M member 4,tub
TRPM6,transient receptor potential cation channel subfamily M member 6,tub
TRPV2,transient receptor potential cation channel subfamily V member 2,tub
TRPV4,transient receptor potential cation channel subfamily V member 4,tub
TSC22D1,TSC22 domain family member 1,glom
TSC22D2,TSC22 domain family member 2,tub
TSFM,Ts translation elongation factor. mitochondrial,tub
TSHR,thyroid stimulating hormone receptor,tub
TSHZ1,teashirt zinc finger homeobox 1,glom
TSHZ2,teashirt zinc finger homeobox 2,tub
TSHZ3,teashirt zinc finger homeobox 3,glom
TSKU,tsukushi. small leucine rich proteoglycan,tub
TSPAN11,tetraspanin 11,tub
TSPAN13,tetraspanin 13,tub
TSPAN15,tetraspanin 15,tub
TSPAN17,tetraspanin 17,tub
TSPAN32,tetraspanin 32,tub
TSPAN4,tetraspanin 4,glom
TSPAN7,tetraspanin 7,tub
TSPO2,translocator protein 2,tub
TSPYL1,TSPY like 1,tub
TSPYL2,TSPY like 2,glom
TSTA3,tissue specific transplantation antigen P35B,glom
TSTD1,thiosulfate sulfurtransferase like domain containing 1,tub
TSTD3,thiosulfate sulfurtransferase like domain containing 3,glom
TTBK1,tau tubulin kinase 1,tub
TTC28,tetratricopeptide repeat domain 28,tub
TTC30B,tetratricopeptide repeat domain 30B,tub
TTC36,tetratricopeptide repeat domain 36,tub
TTC39B,tetratricopeptide repeat domain 39B,tub
TTC39C,tetratricopeptide repeat domain 39C,tub
TTK,TTK protein kinase,tub
TTLL1,tubulin tyrosine ligase like 1,tub
TTLL7,tubulin tyrosine ligase like 7,tub
TTN,titin,tub
TTPA,alpha tocopherol transfer protein,tub
TTYH2,tweety family member 2,tub
TUB,tubby bipartite transcription factor,tub
TUBA1A,tubulin alpha 1a,tub
TUBB4A,tubulin beta 4A class IVa,tub
TUBB4B,tubulin beta 4B class IVb,tub
TUBE1,tubulin epsilon 1,tub
TUFT1,tuftelin 1,tub
TULP3,tubby like protein 3,tub
TUSC1,tumor suppressor candidate 1,tub
TUSC3,tumor suppressor candidate 3,tub
TUT4,terminal uridylyl transferase 4,glom
TVP23A,trans-golgi network vesicle protein 23 homolog A,tub
TWNK,twinkle mtDNA helicase,tub
TXN,thioredoxin,tub
TXN2,thioredoxin 2,tub
TXNL1,thioredoxin like 1,tub
TXNRD1,thioredoxin reductase 1,tub
TXNRD2,thioredoxin reductase 2,glom
TYMP,thymidine phosphorylase,tub
TYROBP,TYRO protein tyrosine kinase binding protein,tub
TYW5,tRNA-yW synthesizing protein 5,tub
UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats,glom
UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1,tub
UBA7,ubiquitin like modifier activating enzyme 7,tub
UBAC1,UBA domain containing 1,tub
UBALD1,UBA like domain containing 1,tub
UBASH3B,ubiquitin associated and SH3 domain containing B,tub
UBB,ubiquitin B,tub
UBC,ubiquitin C,tub
UBE2B,ubiquitin conjugating enzyme E2 B,tub
UBE2C,ubiquitin conjugating enzyme E2 C,tub
UBE2D3,ubiquitin conjugating enzyme E2 D3,tub
UBE2D4,ubiquitin conjugating enzyme E2 D4 (putative),tub
UBE2E3,ubiquitin conjugating enzyme E2 E3,tub
UBE2I,ubiquitin conjugating enzyme E2 I,tub
UBE2L3,ubiquitin conjugating enzyme E2 L3,glom
UBE2L6,ubiquitin conjugating enzyme E2 L6,tub
UBE2N,ubiquitin conjugating enzyme E2 N,tub
UBE2Q2,ubiquitin conjugating enzyme E2 Q2,tub
UBE2W,ubiquitin conjugating enzyme E2 W,tub
UBFD1,ubiquitin family domain containing 1,tub
UBL3,ubiquitin like 3,tub
UBP1,upstream binding protein 1,glom
UBQLN1,ubiquilin 1,tub
UBR3,ubiquitin protein ligase E3 component n-recognin 3,tub
UBXN10,UBX domain protein 10,tub
UCK2,uridine-cytidine kinase 2,glom
UGDH,UDP-glucose 6-dehydrogenase,tub
ULBP3,UL16 binding protein 3,tub
ULK3,unc-51 like kinase 3,tub
UMOD,uromodulin,tub
UNC119,unc-119 lipid binding chaperone,glom
UNC13D,unc-13 homolog D,tub
UNC50,unc-50 inner nuclear membrane RNA binding protein,tub
UNC5B,unc-5 netrin receptor B,tub
UNC5C,unc-5 netrin receptor C,glom
UNC93B1,unc-93 homolog B1. TLR signaling regulator,tub
UNKL,unkempt family like zinc finger,tub
UPB1,beta-ureidopropionase 1,tub
UPP1,uridine phosphorylase 1,tub
UQCR10,ubiquinol-cytochrome c reductase. complex III subunit X,tub
UQCR11,ubiquinol-cytochrome c reductase. complex III subunit XI,tub
UQCRB,ubiquinol-cytochrome c reductase binding protein,tub
UQCRC2,ubiquinol-cytochrome c reductase core protein 2,tub
UQCRQ,ubiquinol-cytochrome c reductase complex III subunit VII,tub
URGCP,upregulator of cell proliferation,tub
USB1,U6 snRNA biogenesis phosphodiesterase 1,glom
USHBP1,USH1 protein network component harmonin binding protein 1,tub
USP12,ubiquitin specific peptidase 12,tub
USP18,ubiquitin specific peptidase 18,tub
USP2,ubiquitin specific peptidase 2,tub
USP42,ubiquitin specific peptidase 42,tub
USP43,ubiquitin specific peptidase 43,tub
USP46,ubiquitin specific peptidase 46,glom
USP48,ubiquitin specific peptidase 48,tub
USP53,ubiquitin specific peptidase 53,glom
USP7,ubiquitin specific peptidase 7,glom
UTP11,UTP11. small subunit processome component,tub
UTP14A,UTP14A. small subunit processome component,tub
UTRN,utrophin,tub
VANGL1,VANGL planar cell polarity protein 1,tub
VANGL2,VANGL planar cell polarity protein 2,tub
VAPA,VAMP associated protein A,tub
VASH1,vasohibin 1,tub
VASN,vasorin,glom
VAV1,vav guanine nucleotide exchange factor 1,tub
VBP1,VHL binding protein 1,tub
VDAC1,voltage dependent anion channel 1,tub
VDAC2,voltage dependent anion channel 2,tub
VDR,vitamin D receptor,tub
VEGFB,vascular endothelial growth factor B,tub
VEGFD,vascular endothelial growth factor D,tub
VEPH1,ventricular zone expressed PH domain containing 1,tub
VHL,von Hippel-Lindau tumor suppressor,tub
VIL1,villin 1,tub
VIM,vimentin,tub
VIPAS39,VPS33B interacting protein. apical-basolateral polarity regulator. spe-39 homolog,tub
VKORC1,vitamin K epoxide reductase complex subunit 1,glom
VKORC1L1,vitamin K epoxide reductase complex subunit 1 like 1,tub
VMP1,vacuole membrane protein 1,tub
VNN2,vanin 2,tub
VOPP1,VOPP1. WBP1/VOPP1 family member,tub
VPREB3,V-set pre-B cell surrogate light chain 3,tub
VPS13C,vacuolar protein sorting 13 homolog C,tub
VPS29,VPS29. retromer complex component,tub
VPS35L,VPS35 endosomal protein sorting factor like,glom
VPS37A,VPS37A. ESCRT-I subunit,tub
VPS37B,VPS37B. ESCRT-I subunit,tub
VPS41,VPS41. HOPS complex subunit,tub
VSIG2,V-set and immunoglobulin domain containing 2,tub
VTCN1,V-set domain containing T cell activation inhibitor 1,tub
VTI1A,vesicle transport through interaction with t-SNAREs 1A,glom
VWA2,von Willebrand factor A domain containing 2,tub
VWA8,von Willebrand factor A domain containing 8,tub
VWCE,von Willebrand factor C and EGF domains,tub
WAC,WW domain containing adaptor with coiled-coil,glom
WASF2,WAS protein family member 2,glom
WASHC1,WASH complex subunit 1,glom
WASHC3,WASH complex subunit 3,tub
WASHC4,WASH complex subunit 4,glom
WBP1,WW domain binding protein 1,tub
WBP2,WW domain binding protein 2,tub
WBP4,WW domain binding protein 4,glom
WDCP,WD repeat and coiled coil containing,tub
WDFY4,WDFY family member 4,tub
WDHD1,WD repeat and HMG-box DNA binding protein 1,tub
WDR1,WD repeat domain 1,glom
WDR13,WD repeat domain 13,tub
WDR17,WD repeat domain 17,tub
WDR20,WD repeat domain 20,tub
WDR26,WD repeat domain 26,glom
WDR33,WD repeat domain 33,tub
WDR48,WD repeat domain 48,tub
WDR49,WD repeat domain 49,glom
WDR59,WD repeat domain 59,tub
WDR62,WD repeat domain 62,tub
WDR70,WD repeat domain 70,tub
WDR72,WD repeat domain 72,tub
WDR77,WD repeat domain 77,glom
WDR86,WD repeat domain 86,tub
WFS1,wolframin ER transmembrane glycoprotein,tub
WIF1,WNT inhibitory factor 1,tub
WIPF3,WAS/WASL interacting protein family member 3,glom
WIPI1,WD repeat domain. phosphoinositide interacting 1,glom
WISP1,WNT1 inducible signaling pathway protein 1,tub
WISP3,WNT1 inducible signaling pathway protein 3,glom
WNK1,WNK lysine deficient protein kinase 1,tub
WNK2,WNK lysine deficient protein kinase 2,tub
WNK3,WNK lysine deficient protein kinase 3,tub
WNT10A,Wnt family member 10A,tub
WNT3,Wnt family member 3,glom
WNT4,Wnt family member 4,tub
WNT5A,Wnt family member 5A,tub
WRB,tryptophan rich basic protein,tub
WSB1,WD repeat and SOCS box containing 1,glom
WSCD1,WSC domain containing 1,tub
WTIP,WT1 interacting protein,glom
WWC2,WW and C2 domain containing 2,glom
WWC3,WWC family member 3,glom
WWTR1,WW domain containing transcription regulator 1,tub
XAF1,XIAP associated factor 1,tub
XIAP,X-linked inhibitor of apoptosis,tub
XKR9,XK related 9,tub
XPNPEP1,X-prolyl aminopeptidase 1,glom
XPNPEP2,X-prolyl aminopeptidase 2,tub
XPNPEP3,X-prolyl aminopeptidase 3,tub
XPO5,exportin 5,tub
XRCC3,X-ray repair cross complementing 3,tub
XRCC5,X-ray repair cross complementing 5,tub
XRN2,5'-3' exoribonuclease 2,tub
XXYLT1,xyloside xylosyltransferase 1,tub
XYLB,xylulokinase,tub
XYLT2,xylosyltransferase 2,tub
YAF2,YY1 associated factor 2,glom
YAP1,Yes associated protein 1,glom
YBX1,Y-box binding protein 1,tub
YBX2,Y-box binding protein 2,tub
YBX3,Y-box binding protein 3,glom
YEATS2,YEATS domain containing 2,tub
YEATS4,YEATS domain containing 4,tub
YIF1A,Yip1 interacting factor homolog A. membrane trafficking protein,tub
YIPF4,Yip1 domain family member 4,tub
YIPF6,Yip1 domain family member 6,tub
YLPM1,YLP motif containing 1,tub
YOD1,YOD1 deubiquitinase,tub
YWHAG,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,tub
YY1,YY1 transcription factor,glom
ZBED1,zinc finger BED-type containing 1,glom
ZBTB2,zinc finger and BTB domain containing 2,tub
ZBTB4,zinc finger and BTB domain containing 4,glom
ZBTB42,zinc finger and BTB domain containing 42,tub
ZBTB43,zinc finger and BTB domain containing 43,tub
ZBTB47,zinc finger and BTB domain containing 47,glom
ZBTB5,zinc finger and BTB domain containing 5,tub
ZBTB7A,zinc finger and BTB domain containing 7A,glom
ZBTB7B,zinc finger and BTB domain containing 7B,tub
ZC3H12C,zinc finger CCCH-type containing 12C,tub
ZC3H18,zinc finger CCCH-type containing 18,tub
ZC3H7B,zinc finger CCCH-type containing 7B,glom
ZCCHC14,zinc finger CCHC-type containing 14,tub
ZCCHC24,zinc finger CCHC-type containing 24,tub
ZCCHC9,zinc finger CCHC-type containing 9,tub
ZCWPW1,zinc finger CW-type and PWWP domain containing 1,tub
ZDHHC11,zinc finger DHHC-type containing 11,tub
ZDHHC11B,zinc finger DHHC-type containing 11B,tub
ZDHHC2,zinc finger DHHC-type containing 2,tub
ZDHHC9,zinc finger DHHC-type containing 9,tub
ZEB1,zinc finger E-box binding homeobox 1,tub
ZEB2,zinc finger E-box binding homeobox 2,tub
ZFAND1,zinc finger AN1-type containing 1,tub
ZFAND2B,zinc finger AN1-type containing 2B,tub
ZFHX2,zinc finger homeobox 2,glom
ZFHX3,zinc finger homeobox 3,tub
ZFHX4,zinc finger homeobox 4,tub
ZFP69B,ZFP69 zinc finger protein B,tub
ZFP82,ZFP82 zinc finger protein,tub
ZFPM1,zinc finger protein. FOG family member 1,glom
ZFPM2,zinc finger protein. FOG family member 2,tub
ZFYVE28,zinc finger FYVE-type containing 28,tub
ZGPAT,zinc finger CCCH-type and G-patch domain containing,tub
ZHX3,zinc fingers and homeoboxes 3,tub
ZIK1,zinc finger protein interacting with K protein 1,tub
ZKSCAN4,zinc finger with KRAB and SCAN domains 4,tub
ZMAT1,zinc finger matrin-type 1,glom
ZMAT3,zinc finger matrin-type 3,tub
ZMPSTE24,zinc metallopeptidase STE24,glom
ZMYM4,zinc finger MYM-type containing 4,tub
ZMYM5,zinc finger MYM-type containing 5,tub
ZMYND10,zinc finger MYND-type containing 10,tub
ZMYND12,zinc finger MYND-type containing 12,tub
ZNF112,zinc finger protein 112,tub
ZNF117,zinc finger protein 117,tub
ZNF133,zinc finger protein 133,tub
ZNF148,zinc finger protein 148,tub
ZNF154,zinc finger protein 154,glom
ZNF165,zinc finger protein 165,tub
ZNF182,zinc finger protein 182,tub
ZNF184,zinc finger protein 184,tub
ZNF185,zinc finger protein 185 with LIM domain,glom
ZNF200,zinc finger protein 200,tub
ZNF212,zinc finger protein 212,tub
ZNF219,zinc finger protein 219,tub
ZNF221,zinc finger protein 221,tub
